,Unnamed: 0,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Content
352,359,0553574574,1.537037037037037,Beach Music,Pat Conroy,1996,Bantam Books,http://images.amazon.com/images/P/0553574574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574574.01.LZZZZZZZ.jpg,"
Mélodramatique, excessif et en ""technicolor"", 700 pages de bonheur pour le lecteur gourmand, de la longueur sans les longueurs. Un récit dynamique narrant le destin d'un Jack McCall et de son entourage dans le sud profond américain que l'histoire vient rejoindre avec l'holocauste et la guerre du Viêt-nam. [SDM].
Beach Music is Pat Conroy's novel about Jack McCall, a South Carolina native who flees the South with his daughter Leah after his wife commits suicide. This novel explores the Vietnam War-era, the Holocaust, and coming of age in the 20th century. It was published in 1995.
"
353,361,0440193613,1.5294117647058822,Wanderlust,Danielle Steel,1987,Dell,http://images.amazon.com/images/P/0440193613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg,"
THE WORLD'S FAVOURITE STORYTELLER

NEARLY ONE BILLION COPIES SOLD

All her life she yearned to roam, to search, to find, and now it's her turn to fly free . . .

At 21 Annabelle Driscoll was the acknowledged beauty, but it was her sister Audrey - four years older - who had the spine and spirit. She had talent as a photographer; she had the restless urge of a born wanderer. Inevitably it was Annabelle who was the first to marry, leaving Audrey to wonder if life were passing her by. Sometimes she would dream of a man like a her father, someone with adventure in his soul and exotic places in his heart.

The men she met in California were dull. Even in New York they had failed to spark her. Only when she took ship for Europe aboard the Mauretania did she begin to mingle with her own kind. Only when she boarded the Orient Express did she realise she was beginning a journey that would take her farther that she had ever dreamed possible... deep into China, Tibet, the magic of the Orient and later North Africa and Europe. Her life was never to be the same again.

An epic and romantic tale from one of the best-loved writers of all time. Perfect for fans of Penny Vincenzi, Lucinda Riley and Maeve Binchy

PRAISE FOR DANIELLE STEEL:

'Emotional and gripping . . . I was left in no doubt as to the reasons behind Steel's multi-million sales around the world' DAILY MAIL

'Danielle Steel is undeniably an expert' NEW YORK TIMES
"
354,362,0671004549,1.5178571428571428,You Belong To Me,Mary Higgins Clark,1999,Pocket Books,http://images.amazon.com/images/P/0671004549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg,"Regina Clausen was forty-three, successful in her career but insecure and unfulfilled in her personal life. Travelling alone on the luxury liner Gabrielle, she disembarked in Hong Kong saying she would rejoin the ship when it docked in Japan. She was never seen again. . .

Five years later, radio presenter Susan Chandler does a series about vanishing women on her radio talk show. When a caller, who refuses to identify herself, tells of meeting a man on a cruise who gave her a ring inscribed 'You Belong to Me', but then disappeared when she refused to leave the ship with him, she thinks little of it. But then Regina's mother appears at Susan's office with a ring bearing the same inscription which was found amongst her daughter's belongings, and Susan begins to suspect that they are on the trail of something dangerously sinister...
"
355,363,0425158616,1.5161290322580645,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg,"
The seventh book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell.

'America's most chilling writer of crime fiction' The Times

An investigative reporter is found dead in Virginia's icy waters . . .

New Year's Eve and the final murder scene of Virginia's bloodiest year takes Scarpetta thirty feet below the Elizabeth River's icy surface. A diver, Ted Eddings, is dead, an investigative reporter who was a favourite at the Medical Examiner's office. Was Eddings probing the frigid depths of the Inactive Shipyard for a story, or simply diving for sunken trinkets? And why did Scarpetta receive a phone call from someone reporting the death before the police were notified?

The case envelops Scarpetta, her niece Lucy, and police captain Pete Marino in a world where both cutting-edge technology and old-fashioned detective work are critical offensive weapons. Together they follow the trail of death to a well of violence as dark and forbidding as water that swirled over Ted Eddings.

Praise for the groundbreaking series:

'One of the best crime writers writing today' Guardian

'Devilishly clever' Sunday Times

'The top gun in this field' Daily Telegraph

'Forget the pretenders. Cornwell reigns' Mirror

'The Agatha Christie of the DNA age' Express
Cause of Death is a crime fiction novel by Patricia Cornwell. It is the seventh book in the Dr. Kay Scarpetta series.
"
356,364,0553292722,1.515625,Still Waters,TAMI HOAG,1992,Bantam,http://images.amazon.com/images/P/0553292722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553292722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg,"From the NEW YORK TIMES bestselling author of DEEPER THAN THE DEAD, a thrilling novel of suspense.

When Elizabeth Stuart starts looking for a new home for herself and her son, somewhere she can recover from a particularly bruising divorce, Still Creek seems the answer to her dreams.

Hidden in the lush Amish farmlands of Minnesota, Still Creek offers a sanctuary to the splintered family who look forward to settling down there. But on their arrival the locals are distinctly cool to the newcomers. And when Elizabeth becomes involved in a murder case, she realises that there is a lot more to life in Still Creek than meets the eye.
"
357,365,0425109720,1.515625,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425109720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425109720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425109720.01.LZZZZZZZ.jpg,"
Don't Miss the Original Series Tom Clancy's Jack Ryan Starring John Krasinski!

Tom Clancy reveals Jack Ryan’s origins in this electrifying #1 New York Times bestselling thriller that pits the former Marine turned family man against a vicious group of international terrorists.

As an American in London on vacation with his family, Jack Ryan never imagined his quick thinking would prevent an assassination attempt on Britain’s royal family and earn him the gratitude of an entire nation—and the scorn of an ultra-left-wing faction of the IRA. Irish terrorist Sean Miller and his followers in the Ulster Liberation Army intend to make sure Ryan pays for his interference in blood. But he’s not the only one they’re after...

With the lives of his pregnant wife and young daughter in mortal danger, Ryan accepts a role as a CIA analyst in order to find Miller and shut down the ULA. Going head to head with a ruthless terrorist is a fool’s errand, but Jack Ryan is the kind of man who will do whatever it takes to protect his family.
Patriot Games is a thriller novel, written by Tom Clancy and published in July 1987. Without Remorse, released six years later, is an indirect prequel, and it is chronologically the first book featuring Jack Ryan, the main character in most of Clancy's novels.
"
358,366,0440235596,1.5154639175257731,Tara Road,Maeve Binchy,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg,"
Ria lived on Tara Road in Dublin with her dashing husband, Danny, and their two children. She fully believed she was happily married, right up until the day Danny told her he was leaving her to be with his young, pregnant girlfriend. By a chance phone call, Ria meets Marilyn, a woman from New England unable to come to terms with her only son's death and now separated from her husband. The two women exchange houses for the summer with extraordinary consequences, each learning that the other has a deep secret that can never be revealed.
Tara Road is a novel by Maeve Binchy. It was chosen as an Oprah's Book Club selection in September 1999.
"
359,367,042513699X,1.5138888888888888,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group,http://images.amazon.com/images/P/042513699X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042513699X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042513699X.01.LZZZZZZZ.jpg,"A “captivating...truly original novel” (Cosmopolitan) from the New York Times bestselling author of The Rules of Magic.

“Ms. Hoffman writes quite wonderfully about the magic in our lives and in the battered, indifferent world.”—The New York Times Book Review

When Keith Rosen runs away from his Florida home—inexplicably taking along a motherless baby—his mother is perplexed, terrified, and ultimately takes off on her own journey to find him. The story of a divorced woman, her disillusioned teenage son, and the events that change their lives in ways both simple and extraordinary, Turtle Moon follows their path, in a suspenseful, beautifully written story that confirms once again the exquisite talent of Alice Hoffman.
"
360,368,038572179X,1.5076923076923077,Atonement : A Novel,IAN MCEWAN,2003,Anchor,http://images.amazon.com/images/P/038572179X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg,"
On the hottest day of the summer of 1935, thirteen-year-old Briony Tallis sees her sister, Cecilia, strip off her clothes and plunge into the fountain in the garden of their country house. Watching her is Robbie Turner, her childhood friend who, like Cecilia, has recently come down from Cambridge. By the end of that day, the lives of all three will have been changed forever. Robbie and Cecilia will have crossed a boundary they had not even imagined at its start, and will have become victims of the younger girl's imagination. Briony will have witnessed mysteries and committed a crime that creates in her a sense of guilt that will colour her entire life. Ian McEwan has in each of his novels drawn the reader brilliantly into the intimate lives and situations of his characters. But never before has he written on a canvas so large: taking the reader from a manor house in England in 1935, to the retreat to Dunkirk in 1941, to a London hospital soon after where the maimed, broken, and dying soldiers are shipped from the evacuation, to a reunion of the Tallis clan in 1999. Atonement is Ian McEwan's finest achievement. Brilliant and utterly enthralling in its depiction of childhood, love and war. England and class, it is at its center a profound-and profoundly moving-exploration of shame and forgiveness, of atonement and the difficulty of absolution.
Atonement is a 2001 British metafictional novel written by Ian McEwan. Set in three time periods, 1935 England, Second World War England and France, and present-day England, it covers an upper-class ...
"
361,369,0425162443,1.5058823529411764,The Rapture of Canaan,Sheri Reynolds,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425162443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425162443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg,"
At the Church of Fire and Brimstone and Gods Almighty Baptizing Wind, Grandpa Herman makes the rules for everyone, and everyone obeys, or else. Try as she might, Ninah hasn't succeeded in resisting temptation her prayer partner, James and finds herself pregnant. She fears the wrath of Grandpa Herman, the congregation and of God Himself. But the events that follow show Ninah that Gods ways are more mysterious than even Grandpa Herman understands.
The Rapture of Canaan is a 1995 novel by Sheri Reynolds. The book was chosen as an Oprah's Book Club selection in 1997, and the paperback edition subsequently made the Publishers Weekly and New York Times bestseller lists.
"
362,370,0345378490,1.5043478260869565,Congo,Michael Crichton,1995,Ballantine Books,http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg,"
From the #1 New York Times bestselling author of Jurassic Park and Timeline comes a gripping thriller about the shocking demise of eight American geologists in the darkest region of the Congo.
 
“Thrilling.” —The New York Times Book Review

Deep in the African rainforest, near the ruins of the Lost City of Zinj, a field expedition is brutally killed. At the Houston-based Earth Resources Technology Services, Inc., a horrified supervisor watches a gruesome video transmission of that ill-fated group and sees a haunting, grainy, man-like blur moving amongst the bodies. In San Francisco, an extraordinary gorilla named Amy, who has a 620-sign vocabulary, may hold the secret to that fierce carnage. Immediately, a new expedition is sent to the Congo with Amy in tow, descending into a secret, forbidden world where the only escape may be through the grisliest death.
Congo is a 1980 science fiction novel by Michael Crichton, the fifth under his own name and the fifteenth overall. The novel centers on an expedition searching for diamonds and investigating the mysterious deaths of a previous expedition in the dense tropical rainforest of the Congo.
"
363,371,0425174271,1.5,Certain Prey,John Sandford,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425174271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425174271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425174271.01.LZZZZZZZ.jpg,"
A Lucas Davenport thriller by internationally bestselling novelist John Sandford

""Don't worry, I'm just a sociopath. Like you. I'm not psychopath or anything.""
""How do you know I'm not a psychopath?""

Attorney Carmel Loan is beautiful, intelligent, ambitious - and used to getting what she wants. When she becomes infatuated with fellow barrister Hale Allen, she isn't going to let a little thing like his being married get in the way.

Through the contacts of an ex-client, she hires professional killer Clara Rinker to get rid of Allen's wife. Smart, attractive Rinker is the best hitwoman in the business - but things go wrong, and the shooting of a witness, a cop, brings DI Lucas Davenport onto the case. Carmel Loan and Clara Rinker must team up to clean up the loose ends - which includes getting Davenport off their backs by any means necessary...

***READERS LOVE THE PREY SERIES***

'John Sandford knows all there is to know about detonating the gut-level shocks of a good thriller' The New York Times Book Review 

'The best Lucas Davenport story so far. The man has a fine touch for outlaws' Stephen King on Golden Prey

'Sandford’s trademark blend of rough humor and deadly action keeps the pages turning until the smile-inducing wrap-up, which reveals the fates of a number of his quirky, memorable characters' Publishers Weekly on Golden Prey

'It appears there is no limit to John Sandford’s ability to keep new breath and blood flowing into his Lucas Davenport series. This is a series you must be reading if you are not already' Bookreporter.com

'Sandford has always been at the top of any list of great mystery writers. His writing and the appeal of his lead character are as fresh as ever' The Huffington Post

'Sandford is consistently brilliant' Cleveland Plain Dealer
"
364,372,0312966806,1.4918032786885247,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,St. Martin's Press,http://images.amazon.com/images/P/0312966806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.LZZZZZZZ.jpg,"Maddie Faraday's life would be perfect--if it weren't for
her cheating husband
her suspicious daughter
her gossipy mother
her secretive best friend
her nosy neighbors,
and that guy she lost her virginity to twenty years ago...

In Tell Me Lies, Jennifer Cruise dishes up a funny, sexy, suspenseful novel about small-town secrets, big-time betrayals and the redemptive power of love, laughter and chocolate brownies.
"
365,373,0385265700,1.4913793103448276,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg,"
PEN/Hemingway Award Winner: An “enthralling” novel of a woman trapped within a tragically dysfunctional family (Entertainment Weekly).
 
From the New York Times–bestselling author of The Excellent Lombards and A Map of the World, this is “an extraordinary story of a family’s disintegration [that] will be compared to Jane Smiley’s A Thousand Acres” (People). It follows Ruth Grey, a young woman in a tiny Illinois farm town, who has lost her father to World War II, and constantly faces her unhappy mother’s wrath—when she isn’t being ignored in favor of her math-prodigy brother. As Ruth navigates her lonely life, she strives to find happiness and pleasure where she can, but the world may conspire to defeat her.
 
“A sly and wistful, if harrowing, human comedy . . . [An] original voice in fiction and one well worth listening to.” —The Boston Sunday Globe
 
“Unforgettably, beat by beat, Hamilton maps the best and worst of the human heart and all the mysterious, uncharted country in between.” —Kirkus Reviews
 
“Hamilton’s story builds to a shocking crescendo. Her small-town characters are as appealingly offbeat and brushed with grace as any found in Alice Hoffman’s or Anne Tyler’s novels.” —Glamour
 
The Book of Ruth is a novel by Jane Hamilton. It won the Hemingway Foundation/PEN Award for best first novel in 1988 and was the Oprah's Book Club selection for November 1996.
"
366,374,0767905180,1.4857142857142858,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books,http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg,"
Jemima Jones is overweight. About one hundred pounds overweight. Treated like a maid by her thin and social-climbing roommates, and lorded over by the beautiful Geraldine (less talented but better paid) at the Kilburn Herald, Jemima finds that her only consolation is food. Add to this her passion for her charming, sexy, and unobtainable colleague Ben, and Jemima knows her life is in need of a serious change. When she meets Brad, an eligible California hunk, over the Internet, she has the perfect opportunity to reinvent herself–as JJ, the slim, beautiful, gym-obsessed glamour girl. But when her long-distance Romeo demands that they meet, she must conquer her food addiction to become the bone-thin model of her e-mails–no small feat.
With a fast-paced plot that never quits and a surprise ending no reader will see coming, Jemima J is the chronicle of one woman's quest to become the woman she's always wanted to be, learning along the way a host of lessons about attraction, addiction, the meaning of true love, and, ultimately, who she really is.
Jemima J: A Novel About Ugly Ducklings and Swans is a 2000 novel by British author Jane Green.
"
367,375,0440226104,1.4845360824742269,Black and Blue,ANNA QUINDLEN,1999,Dell,http://images.amazon.com/images/P/0440226104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226104.01.LZZZZZZZ.jpg,"
'The first time my husband hit me I was nineteen years old.'

For eighteen years Fran Benedetto kept her secret, hid her bruises. She stayed with Bobby because she wanted her son to have a father, and because, in spite of everything, she loved him. Then one night, when she saw the look on her ten-year-old son's face, Fran finally made a choice - she ran for both their lives.

Now she is starting over in a city far from home, far from Bobby. She uses a name that isn't hers, watches over her son, and tries to forget. For the woman who now calls herself Beth, every day is a chance to heal, to put together the pieces of her shattered self. And every day she waits for Bobby to catch up with her. Bobby always said he would never let her go, and Fran Benedetto is certain of one thing: it is only a matter of time.
Black and Blue is a 1998 novel by Anna Quindlen. It was chosen as an Oprah's Book Club selection in April 1998.
"
368,376,0679735909,1.4821428571428572,Possession : A Romance,A.S. BYATT,1991,Vintage,http://images.amazon.com/images/P/0679735909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.LZZZZZZZ.jpg,"
'Shimmers with something close to genius... it is a modern masterpiece' Daily Mail

Rediscover the classic Booker Prize-winning novel of romance, history, intrigue, and high drama.

Possession is an exhilarating novel of wit and romance, at once a literary detective novel and a triumphant love story. It is the tale of a pair of young scholars investigating the lives of two Victorian poets. Following a trail of letters, journals and poems they uncover a web of passion, deceit and tragedy, and their quest becomes a battle against time.

'A novel for every taste... You turn the last age and feel stunned and elated, happy to have the chance to read it' Washington Post

'A triumphant success on every level' Cosmopolitan
Possession: A Romance is a 1990 best-selling novel by British writer A. S. Byatt that won the 1990 Booker Prize for Fiction.
"
369,377,0449221504,1.481012658227848,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg,"
Lorna Kepler was beautiful and wilful, a loner who couldn't resist flirting with danger. She has also been found dead in mysterious circumstances and her death pulls Kinsey Millhone into a netherworld of deception, betrayal and unavenged murder . . . 'Crisply written, ingeniously plotted, with a regard for humanity striving against the odds that's both tonic and rare' Literary Review 'K is for Killer is another exciting novel from the excellent Sue Grafton' Daily Mirror
""K"" Is for Killer is the 11th novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California. The book had an initial printing of reportedly 600,000 copies and was a New York Times bestseller.
"
370,378,0375703861,1.4807692307692308,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA,http://images.amazon.com/images/P/0375703861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703861.01.LZZZZZZZ.jpg,"
Chosen by the Guardian as one of the Best Books of the 21st Century

From the MAN BOOKER PRIZE- and WOMEN'S PRIZE-SHORTLISTED author of Swing Time, On Beauty and Grand Union

'BELIEVE THE HYPE' The Times

The international bestseller and modern classic of multicultural Britain - an unforgettable portrait of London

One of the most talked about debut novels of all time, White Teeth is a funny, generous, big-hearted novel, adored by critics and readers alike. Dealing - among many other things - with friendship, love, war, three cultures and three families over three generations, one brown mouse, and the tricky way the past has of coming back and biting you on the ankle, it is a life-affirming, riotous must-read of a book.

'The almost preposterous talent was clear from the first pages' Julian Barnes, Guardian

'Street-smart and learned, sassy and philosophical all at the same time' New York Times

'Outstanding' Sunday Telegraph
White Teeth is a 2000 novel by the British author Zadie Smith. It focuses on the later lives of two wartime friends—the Bangladeshi Samad Iqbal and the Englishman Archie Jones—and their families in London. The novel centres on Britain's relationship with immigrants from the British Commonwealth.
"
371,379,0425121631,1.4705882352941178,Rules of Prey,John Sandford,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425121631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425121631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425121631.01.LZZZZZZZ.jpg,"
#1 New York Times bestselling author John Sandford's 'haunting, unforgettable, ice-blooded thriller' – first in the Lucas Davenport series!
 
The killer was mad but brilliant.
 
He left notes with every woman he killed. Rules of murder: Never have a motive. Never follow a discernible pattern. Never carry a weapon after it has been used...So many rules to his sick, violent games of death.
 
But Lucas Davenport, the cop who’s out to get him, isn’t playing by the rules.

***Praise for RULES OF PREY***

'Terrifying... Sandford has crafted the kind of trimmed-to-the-bone thriller that is hard to put down… scary... intriguing... unpredictable' —Chicago Tribune
 
'Rules of Prey is so chilling that you’re almost afraid to turn the pages. So mesmerizing you cannot stop... A crackle of surprises' —*Carl Hiaasen

'Sleek and nasty... A big scary, suspenseful read, and I loved every minute of it' —Stephen King

'A cop and a killer you will remember for a long, long time' —Robert B. Parker
"
372,380,0671042572,1.4666666666666666,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,http://images.amazon.com/images/P/0671042572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.LZZZZZZZ.jpg,"
In the backwoods of Mississippi, a land of honeysuckle and grapevine, Jewel and her husband, Leston, are truly blessed; they have five fine children. When Brenda Kay is born in 1943, Jewel gives thanks for a healthy baby, last-born and most welcome. Jewel is the story of how quickly a life can change; how, like lightning, an unforeseen event can set us on a course without reason or compass. In this story of a woman's devotion to the child who is both her burden and God's singular way of smiling on her, Bret Lott has created a mother-daughter relationship of matchless intensity and beauty, and one of the finest, most indomitable heroines in contemporary American fiction.
Jewel is a novel by Bret Lott, and was chosen as an Oprah's Book Club selection.
"
373,381,0440224675,1.465648854961832,Hannibal,Thomas Harris,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg,"
_________________________
HANNIBAL LECTER HAS BEEN ON THE RUN FOR SEVEN YEARS.

And seven years after he helped FBI Special Agent Clarice Starling bring down Buffalo Bill, her career is collapsing after a disastrous drug bust.

Meanwhile, seven years after violently escaping from custody, Hannibal Lecter is hunted by Mason Verger, a psychopathic former client obsessed with feeding him to wild boars.

With the one-time partners at a low ebb, Hannibal is the one to reach out to Clarice, who has been plagued by dreams of his rasping voice.

It has been seven years since they both came to realise they shared more than they expected.

Seven years since their last meeting.

Seven years to lay plans for the next one...
__________________________________

'Quite simply a compelling and brilliant thriller' Mirror

'Addictive on every level' Express

'Better than Red Dragon and Silence of the Lambs' Stephen King
Hannibal is a psychological horror novel by American author Thomas Harris, published in 1999. It is the third in his series featuring Dr. Hannibal Lecter and the second to feature FBI Special Agent Clarice Starling.
"
374,382,0061097101,1.4605263157894737,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,http://images.amazon.com/images/P/0061097101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg,"
“Compelling. . . breathtaking. . . unique.” —Washington Post Book World
Meet the Saving Graces, four very different friends who get together once a week to kick back and take shelter from the trials and triumphs of their lives. Emma, the brazen skeptic with a soft heart, is hopelessly in love with a married man. Rudy, the fighter, is desperately trying to hold on to a deeply troubled marriage. Lee, “the normal one,” longs for a baby—and overwhelming desire that threatens to destroy her idyllic marriage. Isabel, divorced and free, is falling for her neighbor, a man whom she is sure is gay.
For the past ten years their unexpected friendship has helped them cope with husbands, lovers, careers, children and everything in between. Though they’ve always been there for each other, when tragedy strikes their love, loyalty, and courage is put to the ultimate test. As this mesmerizing story eloquently captures, men, jobs and crises come and go, but nothing lasts like true friendship.
"
375,383,0446612545,1.4516129032258065,The Beach House,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,"The second that Columbia law student Jack Mullen steps down from the train at East Hampton, he knows that something is very wrong. As he greets his family, his kid brother Peter lies stretched out on a steel gurney, battered, bruised - dead. The police are calling the drowning an accident. Jack knows that's not right. Someone wanted his brother dead.

But the establishment says otherwise. Jack tries to uncover what really happened on the beach that night, only to confront a wall of silence; a barricade of shadowy people who protect the privileges of the multi-billionaire summer residents. And when he discovers that his brother had nearly $200,000 in his bank account, Jack realises Peter wasn't just parking cars to make a living...
"
376,384,0373218192,1.4509803921568627,Engaging The Enemy,Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218192.01.LZZZZZZZ.jpg,"The number one New York Times bestselling author offers an irresistible combination of sensuality and charismatic characters in this duo of her earlier hard-to-find full-length novels: A Will and a Way and Boundary Lines. Reissue.
"
377,385,0446364193,1.441860465116279,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg,"
SOON TO BE AN ORIGINAL AMAZON PRIME SERIES

The legendary thriller that launched the Alex Cross phenomenon

_________________________________

Two children have been kidnapped from an elite private school in Washington DC, and Detective Alex Cross is charged with finding them.

The kidnapper's identity is quickly determined as one of the children's teachers. But capturing him is the true challenge.

As Cross gets pulled deeper into the strange world of the kidnapper, it becomes clear he is far more dangerous than anyone could have anticipated.
_________________________________

Why readers love Alex Cross . . .
'There are so many twists and turns'
'First James Patterson book I've read - it won't be the last'
'Entertaining, intriguing and absolutely enthralling'
'Get to the book, sit down and enjoy'
'A gripping read'

_______________________________________

'No one gets this big without amazing natural storytelling talent - which is what Jim has, in spades. The Alex Cross series proves it.' LEE CHILD

'Alex Cross is a legend' HARLAN COBEN

'I wrote, ""Along Came a Spider is the best thriller I've come across in many a year. It deserves to be this season's no. 1 bestseller and should instantly make James Patterson a household name."" A household name, indeed.' NELSON DEMILLE

'Brilliantly terrifying! So exciting that I had to stay up all night to finish it! Packed with white-knuckle twists.' DAILY MAIL

'An incredibly suspenseful read with a one-of-a-kind villain who is as terrifying as he is intriguing.' CLIVE CUSSLER

'Terror and suspense that grab the reader and won't let go. Just try running away from this one.' ED MCBAIN
Along Came a Spider is a crime thriller novel, and the first novel in James Patterson's series about forensic psychologist Alex Cross. First published in 1993, its success has led to twenty six sequels as of 2021. It was adapted into a film of the same name in 2001, starring Morgan Freeman as Cross.
"
