,ISBN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
389,0553282476,0373484003,0671004565,0449223612,0743460529,0671568175,0804111359,0375726403,0515121843,0767900383,0373483694,0671888587,0804114986,0679735909,0060987529,0373483503,1400031362,0671537458,0553280368,0440223202,0440225701
390,0553284789,0449219364,0449221512,0553279556,0553280341,0449219461,0553271636,0449221482,0449223604,0553279912,0553280368,0449221490,0449003787,0449221504,0449003795,0439064872,0312966970,0449223612,0375725784,0439139600,0553279378
391,0553289411,0553250531,0553582526,0446363251,0553250426,0060987561,0425158632,0553579606,055356160X,0425147584,0425180638,0440224675,0140067477,0425158616,0553581554,034538475X,0425122123,0425133540,0446604666,0345370775,0385720106
392,0553292722,055356160X,055356451X,0553561618,0553579606,0553564528,0871136791,0553571885,0316781010,0446607657,0440212561,014025448X,0060930535,0440122090,0553582755,0312990456,0671673688,0553582127,0446612790,0553278029,0671014196
393,0553296981,0446363251,0451197747,0385420161,0671525743,0312305060,0871136791,0553279556,0671708635,0446608955,044651652X,0316569321,0671021001,0671510053,0446610399,0804106304,0671537458,1573229326,0812550706,0312291639,0316096199
394,0553560247,0312966091,0425154092,0425147622,0440200563,0553582127,055356773X,0312976275,0553280368,0449003787,0385503822,0380718340,0312980159,0316969443,0439139597,0671867172,0684872153,155874262X,0446610038,0345447840,0385335482
395,055356160X,0515130966,055356451X,0515120618,0553292722,0553571885,0671525743,042518630X,0553278029,0425189031,0553572997,0440122090,0373483503,067976402X,1558744150,0553582526,0871136791,0515133973,0553289411,0375703055,0439139600
396,0553561618,0553564528,0553292722,0553571885,0440122090,055356160X,055356451X,0515132020,0515120618,0440202043,0671867091,0425144429,051512608X,0515122734,0515121843,0671673688,0671042572,0345313860,0553278029,0553571818,0671004565
397,055356451X,055356160X,0553582127,0553292722,0425163407,0553582526,0425180638,0553569910,0553564528,034540288X,0671004549,0671014919,0671004573,0425182878,042518630X,042513525X,0671867113,0425154092,0425169863,0553561618,0553581554
398,0553564528,0553582127,0553561618,055356451X,0553569910,0446360589,0425180638,0553292722,0425169863,0446609404,0553581554,0671867113,0345422317,0671673688,0312971125,0446607711,042518630X,0446611867,0553579606,0553571818,0425175405
399,055356773X,0671537458,0553582127,0671002481,0553560247,0553582526,0553571818,0446611212,0061009059,080410753X,0440498058,0425158616,0670892963,0440998050,0553579983,0743225406,0316096199,0345378482,0446610038,0515121843,0064407675
400,0553569058,0679772677,0449907481,0060934417,0440219078,0425182878,074343627X,0312305060,0553572997,0375726403,0345378490,0671004107,0345404114,0743225406,1559029838,0425147584,0060915544,0312195516,0345361792,0446394521,0671003755
401,0553569910,0553571885,0671525743,0553582127,0515130966,0440176484,0743460529,0515120618,0440200989,0440200563,055356451X,051513628X,0671886665,1558744150,0671867091,0553579606,0446601241,0380718340,0671568175,067101420X,055356160X
402,0553571818,0515127833,0671537458,0553582135,0446359866,0515124214,0373218192,0345378482,0375703063,051512317X,0671004530,055356773X,0515121843,0425144429,0345386108,0425121631,0553582127,0345402871,0449223604,0553579983,0553564528
403,0553571885,0553579606,0553569910,055356160X,051513628X,0671525743,0515130966,0671886665,0553572997,051511992X,0553561618,0515120618,0671673688,0553213172,0671004565,0553292722,0446610038,0515136379,0440214041,0312990456,0440225701
404,055357230X,0449219461,0380718332,0380718340,0425182908,0553279556,0446603716,074343627X,0449219364,0446606189,0425163407,0446604801,0671867091,0449221490,0446610038,0449221512,0553271636,0449221482,0440176484,0449221504,0425172546
405,0553572997,0743225406,055356160X,0671525743,0553571885,0515120618,0671886665,1559029838,0385479565,055321313X,0380710218,0743437640,0743460529,0553278029,0312976275,0553569910,0871136791,0439139600,0804111359,0671004549,055356451X
406,0553573136,0446670251,0679772677,0671894455,1558744150,0385492081,080410526X,0440241537,0345361792,044022165X,0380730138,0449212602,0743418131,0446607657,042513525X,0684848783,089480829X,0671002481,0671014919,0767905180,0679746048
407,0553574574,0425147584,0312983824,0312976275,0679745203,0375703861,0425122123,0515122734,0553278029,0515121843,0446363251,0440122090,0515127833,0671042572,0515126772,0449212602,0312980159,0515135062,0345386108,0553582127,0440176484
408,0553578693,0446608890,0446612790,0446604666,0842329218,0345386108,0743225406,0312966970,0671042572,0446609404,0671027387,0671001795,014100018X,0451172817,0446611212,0441569595,0446602620,0385508042,0312265867,0316168688,0380718340
409,0553579606,0553571885,0553582127,0553289411,0553569910,0553292722,0446610542,042513525X,0671525743,0671673688,0671004565,0446610038,0671867091,0312966091,0440214041,0515120618,0440224675,0553271636,034538184X,0553579983,0553564528
410,0553579754,0553580191,0345386108,0671867113,0743460529,0671014919,0451184963,0440236703,0671004573,0440213290,0553582755,0440226430,0446610038,042513525X,0446612790,0671011367,0446604666,0446611212,0345417623,0671004549,0553582135
411,0553579983,0440234743,0553582127,0425182878,0316781010,0425143325,0345413873,034538475X,0425133540,0440215625,0553571885,0440236673,0345313860,0345351525,055356773X,0553579606,034538184X,0446601241,0425158632,0425147584,0553582135
412,0553580191,0553579754,0345386108,0451177096,0425124347,0743460529,074343627X,0671758896,0446604666,0425115801,0553582135,0345384350,0553582755,0440215625,0451167317,0451176464,0671014919,0451181379,0671673688,0446609404,0440226430
413,0553580221,0451177096,042513525X,0345386108,0671024248,0671042858,0671888587,0671014919,0671568175,0425147363,0671004573,0425107469,0451184963,0345384350,0451176464,0451156609,0446608815,0451172817,0743460529,0671867172,0425155404
414,0553581554,0425180638,0553582526,0446601241,0671537458,0345386108,0553582135,0425147622,0446608955,0440193613,0425182908,0440207622,0440224675,0425147584,0446364193,0553582127,0515133973,0446603716,0440221471,0671693816,0553569910
415,0553582127,0553564528,0553569910,055356451X,0515130966,042518630X,0425189031,0553579606,0425182878,0553579983,0553581554,0425180638,067102423X,0446603589,0345386108,0515136530,0553582526,055356773X,0671525743,0515132020,051513287X
416,0553582135,0446604666,0373218192,0671537458,0345386108,0553581554,0425180638,0553583441,0380710218,0440220602,0440224624,0440213290,0446607711,0446609404,0446603716,0446608955,0440222656,0553571818,0425144429,0553579754,0553569910
417,0553582526,0553581554,0425163407,0553289411,0425147584,0425180638,055356451X,0446360589,0446612545,0440236673,055356160X,0380718332,0425122123,0842329218,0440221471,0671014196,0553582127,0446601241,0553278029,0425154092,0553569910
418,0553582755,0671673688,0553579754,0671758896,0671014919,0451176464,0345386108,0671004573,0451177096,0671004549,0451156609,0425115801,0553580191,0345384350,0671004530,042513525X,0671888587,0345465083,0451167317,0671867113,0553292722
419,0553583441,067101420X,042518630X,0515136530,038550120X,0553582135,0515126772,067102423X,0385504209,0446603589,031298328X,0446604666,0515132187,0671525743,0312265867,0671027387,0553582127,0440241162,051511992X,034541389X,0425147584
420,059035342X,0439064872,0439139597,0439136350,0439136369,043935806X,0439064864,0439139600,0671525743,0440211727,0312966091,0515120618,0385474016,0804106304,055321313X,0553213148,0345342968,0515132187,044021145X,0671003755,014028009X
421,0609804138,0140293248,067088300X,0446670251,080410753X,0385479565,0679751521,0440236673,0446608890,044022103X,0449005615,0375760911,0553272535,0316096199,0316780375,0440998050,0440219078,0060987103,080411109X,0312195516,0670892963
422,067088300X,0609804138,0375725784,0440180295,0446670251,0679746048,0440998050,0449907481,080411109X,014023313X,0449005615,0679429220,0440219078,0140298479,0375727345,140003065X,0385335881,0312278586,0316780375,0767905180,0316769487
423,0670892963,0312282990,0440221595,0375707972,0553582135,0609804138,0060987529,0385265700,0064407675,0385730586,0671510053,0373218192,055356773X,0316780375,080410753X,0452282829,0446516538,0446604666,0671867172,0425167313,0804108749
424,0671001795,0312990456,0312966970,0312966091,0312980140,0312971346,0440176484,0312976275,0671525743,0440200563,0446612790,0061009059,055357230X,0312983867,0312983271,0679745203,0446610038,0553578693,0440193613,0446606189,1573229326
425,0671002481,0425174271,0440224675,055356773X,1573229326,0804108749,0553272535,0684801523,0440203856,0380710218,0446675059,0446670251,0064407675,051511992X,0380710722,0345439104,0671004573,0345387651,0553268880,0446611212,0060938455
426,0671003755,0060987561,0375726403,0743437640,0743460529,0671004549,0060921145,0060915544,0060930535,0553279378,0316666343,0316601950,0385336179,0385504209,0671004530,0061009059,059035342X,0743418131,0385265700,0446672211,0440226430
427,0671004107,0060392452,0425145638,042513525X,0553569058,0345380371,0451160525,0553275976,0440241073,0679772677,0446601241,0446603589,0449907481,0425109720,051511992X,0425083837,0345404114,0385503822,0142001430,0743225406,1559029838
428,0671004530,0440200989,0743460529,0671673688,0671004549,0671014919,0671004573,0425107469,0671793489,0671888587,0671568175,0671886665,0671758896,1558745157,0446610038,0440200563,0345386108,0743418131,0440201926,0440176484,0671004565
429,0671004549,0671758896,0743460529,0671888587,0671014919,0671004573,0671673688,0671568175,0671867113,0671793489,0440200989,0671004530,0671004565,0671867091,0440201926,0515120618,0345386108,0671867156,0440176484,042513525X,0446606189
430,0671004565,0671673688,0440200989,0743460529,0671568175,0671004549,0451181379,0671014919,0671867172,0671888587,0425124347,0671867156,0345386108,0671004573,034538184X,0671758896,0671867113,0440193613,0451156609,0671670689,0671004530
431,0671004573,0671014919,0671867156,0671568175,0671004549,0671673688,0671867091,0671888587,0671758896,0671793489,0743460529,042513525X,0345386108,0440200989,0440176484,0440203856,0446604801,0671004530,0671004565,0553272535,0671867113
432,0671011367,0345413865,0671673688,0671042572,0380718340,0345413873,0425180638,0425158616,0446611212,0440213290,0446604801,0553579754,055357230X,0446612790,0425155404,0671004573,0553280368,0671014919,0446601241,080410753X,0553279556
433,0671014196,0440235162,0688177751,067101420X,0842329218,0553582526,0671004530,0440224624,0446612545,0671693816,014025448X,0515132187,0425167313,0553278029,0446610399,0446608815,0345391055,0515122734,0446603716,1558745157,0842329129
434,067101420X,0743437640,0553583441,042518630X,0440241162,0515136530,0312265867,0440235162,0515136379,0515126772,0671014196,0312983271,051511992X,031298328X,0515128546,051513628X,0553569910,051513287X,0671886665,0345465083,0515130966
435,0671014919,0671004573,0671004549,0671673688,0671867156,0671888587,0743460529,0671568175,042513525X,0671758896,0440200989,0345386108,0440176484,0446604801,0671004530,0671793489,0671004565,0671867091,0671867113,0440200563,0671525743
436,0671021001,0316569321,0452282829,080411109X,0449223612,0316666343,0553280368,0451197747,037570504X,0804114986,0312195516,0553296981,0446394521,0345404114,0380002930,0446610399,0671001795,0070212570,0312291639,0385504209,0743237188
437,067102423X,0451153553,0451186362,074343627X,0451156609,0345386108,0451176464,0451167317,042513525X,0553583441,0671024248,0671042858,0553582127,0451172817,0425107469,0671867172,0425115801,0671014919,0385503822,034540288X,0671004573
438,0671024248,0345384350,0425115801,0451184963,0553580221,0451156609,0451172817,0451177096,0451176464,0345386108,074343627X,067102423X,0451167317,0671042858,0425107469,0451186362,0440224675,044021145X,0425124347,042513525X,0743460529
439,0671027360,0385504209,0446394521,0060934417,0609804138,0345361792,0671011367,0767900383,0446605484,0060959037,0316601950,1400031354,0446608815,0312278586,0440998050,0345465083,1400031362,0679772677,0345370775,0446672211,0142001805
440,0671027387,0425182878,0425147584,0553578693,0446608890,0425155404,0804105820,055356160X,0515130966,0553583441,0425133540,0446604666,0446610399,0446606189,0345386108,0345378490,0345422317,0671042262,0440176484,0425147363,038550926X
441,0671038184,0452282829,0316899984,0375707972,0140244824,0060930535,0440226104,037570504X,0345443284,0671042572,0380730138,0743237188,0804114986,0425162443,067976402X,0452260116,0375706771,155874262X,038079487X,0425167313,0446603716
442,0671041789,0451156609,0440221471,0440214041,0451172817,0451167317,0446608955,0515136530,0446603589,0440234743,0671525743,0446604666,0060928336,0312924585,0451184963,0842329242,0446363251,0345337662,0312305060,0553250426,0451153553
443,0671042262,0446606189,0515136379,0743460529,034540288X,0380731851,0345386108,0385504209,0425169863,1573229326,051512608X,044651862X,0446610399,0446604666,0553578693,0373218397,0345391055,0446608890,044022103X,0446612545,0440200563
444,0671042572,155874262X,0345445848,0671011367,0553578693,0440122090,0515122734,0684872153,0425163407,0671525743,0515121843,0671038184,0446608890,0440176484,0380718340,0440219078,0060987561,067976402X,0679744398,080410753X,0446612790
445,0671042858,0451156609,0451172817,074343627X,0451186362,0553580221,0451167317,0451176464,055357230X,067102423X,0345378490,0425155404,0671004530,0451184963,0425115801,1559029838,0345386108,0425107469,0671867172,0671024248,034541389X
446,0671510053,0385720106,0446532231,0316780375,014023313X,014028009X,044022103X,0449907481,0316776963,0425162443,0449005615,0345384466,067976402X,0064407667,0670892963,0060958022,0440498058,038550120X,0804108749,0446612790,0446608955
447,0671525743,0515130966,0425189031,0515136530,0373483503,0515120618,042518630X,0440200563,0440176484,0553569910,0425178579,051511992X,0515122734,0440193613,0061009059,0671867091,055356160X,0515136379,0446610399,051513287X,0515132020
448,0671537458,0345386108,0553581554,0553582135,0425180638,0312983824,0446603716,0553571818,0440193613,0345378482,0515121843,0440213290,0440221471,055356773X,0440224675,034540288X,0345391055,0515127833,0684872153,0515128554,0440241537
449,0671568175,0671004573,0743460529,0440200989,0671888587,0671014919,0671867091,0671004565,0671004549,0671867156,0671758896,0345386108,0671673688,0671793489,0440176484,0451181379,0671004530,0440225701,0671867113,0671867172,0553272535
450,0671617028,0385474016,034541389X,080410753X,0345413903,0553268880,0671867172,0345337662,0670892963,0671042572,0553274295,0345342968,059035342X,0440414806,0440219078,0345404114,0380813815,0140067477,0439136350,0553213148,0316781010
451,0671670689,0440193613,0440201926,0440200563,0440207622,0515133973,0440176484,0671004565,0440203856,0425115801,0373484224,0451172817,0373218192,0425124347,0446604801,0553581554,051511992X,0515131229,0451156609,0440226430,0671867091
452,0671673688,0671014919,0671004565,0671004573,0671004549,0671758896,0671004530,0671888587,0446604801,0440200989,0671867156,0671867113,0743460529,0671568175,0671011367,0451167317,0425124347,0345386108,042513525X,0345384350,0451177096
453,0671693816,0440193613,0440176484,0440201926,0425169863,0440200563,0515122734,0440207622,0316969443,0373218036,0553581554,038550120X,0440221595,0375703055,0440203856,0440226430,0684872153,0671014196,051512608X,0064472272,0385336179
454,0671708635,0446363251,0440226104,0060976845,0312974256,0380730138,0140244824,0842329218,0842329242,0553296981,089480829X,068484477X,0553250426,0316569321,0385503822,0312195516,0684874350,0743227441,0345384350,0451184963,0553250531
455,0671758896,0671004549,0671867113,0743460529,0671673688,0671014919,0671004573,0671888587,0440200989,0671793489,0671568175,0671867156,0671004530,0671004565,0446606189,0671867091,0451177096,0553582755,0345386108,0553580191,0515120618
456,0671793489,0743460529,0671004573,0671004549,0671014919,0671758896,0671867113,0671867091,0671004530,0671568175,0671525743,0671888587,0440200989,0671673688,0440213525,0440201926,0425107469,0671867156,0553272535,042513525X,0671867172
457,0671867091,0671004573,0671568175,0440176484,0671004549,034538184X,0671014919,0440200989,0671525743,0671793489,0671888587,0446604801,055357230X,0671673688,0440219078,0440193613,0553272535,0671758896,0380718340,0553569910,0440200563
458,0671867113,0671758896,0743460529,0671004549,0671793489,0671673688,0671014919,0451167317,0553579754,0671888587,0671568175,0671004573,0671867156,0671004565,0425154092,0553569910,0425169863,0440200989,055356451X,0671867091,0425180638
459,0671867156,0671004573,0671014919,0671568175,0671673688,0671758896,0440200989,0671004565,0743460529,0671004549,0671867113,0671793489,0671004530,0345384350,0671888587,0425115801,034538184X,042513525X,0451186362,0671867091,0449003795
460,0671867172,042513525X,0451181379,0345386108,0425107469,1559029838,074343627X,0671004565,0345384350,0743460529,0671568175,0671014919,0451153553,0671004573,0671793489,0671888587,0425124347,0425121631,0671867091,067102423X,0451184963
461,0671880314,0425169863,0684874350,0446363251,0446602620,0446601241,0553273914,0812550706,034541389X,0312305060,0440203856,0679744398,0671042572,0684848783,0451203895,034540288X,0671011367,0399501487,0804111359,044651652X,068484267X
462,0671886665,0671004530,0671525743,0743437640,0553571885,0553569910,0671673688,0440224764,067101420X,0553572997,0515120618,0553213172,0446606189,034538184X,051511992X,051513628X,0515131229,0515126772,0440211727,0671004565,0515128554
463,0671888587,0671004549,0743460529,0671568175,0671014919,0671004573,0671758896,0671673688,0671004565,0671004530,0671867091,0671793489,0671867113,0440200989,0553580221,0451184963,0345386108,0440176484,0380718340,0451186362,0671867172
464,0671894455,0446516538,0553573136,0446607657,0440219078,044022165X,055321313X,0380730138,0440220602,0449219461,006101351X,0671001795,0425147584,0767905180,0345361792,0345439104,0399501487,0373825013,0440225701,0070212570,0804108749
465,0679429220,0385721420,0060930535,0679746048,0140119906,0375727345,0449005615,0375705856,0375700757,067088300X,0804111359,0609804138,0060959037,0440180295,0425169863,0446602620,0684874350,0440414806,015100692X,0812550706,0060987529
466,0679735909,0064407675,0064400557,0142001805,0553275976,0312282990,0345465083,0345378482,0345422317,038542017X,034541389X,0553272535,080411109X,0385486804,0553572997,0060987103,0804111359,0804108749,0684874350,0425158616,0553282476
467,0679744398,0451197747,0743225406,0375502238,042511774X,0385474016,014023313X,0345378482,0060987561,0671042572,0060502258,0439064872,0312282990,0452264464,038542017X,0449005615,0316780375,0374199698,0671880314,0440224624,0440226104
468,0679745203,0743436210,044651862X,1573229326,0345387651,0671001795,044022103X,0553574574,0385722206,0345361792,0446363251,0375502238,0060987561,0446604666,0375706771,0425147584,0446606189,1558745157,0452282829,0312282990,0064407675
469,0679746048,0140298479,0679429220,067088300X,0425162443,0767905180,0446670251,0375727345,0312195516,0446364193,0743418174,0440180295,0385730586,0140293248,0316569321,0440211263,0375725784,0804111359,0684874350,0446605239,0375707972
470,0679751521,0345465083,0609804138,0440998050,0061009059,0440219078,0515130966,0385265700,0767900383,0375727345,055356160X,0671525743,0385474016,055321313X,0140293248,0440224624,0446670251,0440235596,0440236673,042511774X,074343627X
471,067976402X,055356160X,0345443284,0515130966,014028009X,0375705856,0345422317,0316284955,0140244824,0671042572,0380730138,0452282829,0375727345,0312305060,0671038184,0316569321,0804111359,0060934417,0385722206,0671510053,0316899984
472,0679772677,0449907481,0345422317,015100692X,0553569058,0449212602,0553573136,0142001430,0385492081,0446611212,0385474016,0446605484,0375725784,0060392452,0316284955,0671004107,0345404114,0060915544,0553579754,0375726403,0743225406
473,0684801523,1573229326,068484267X,0451197747,0060977493,0452264464,0671002481,080411109X,0451524934,0316769487,0451160525,0671525743,038542017X,0140298479,0312966806,014023313X,0804106304,0061097101,014029628X,0446532231,0679744398
474,068484267X,140003065X,0375707972,0375705856,0684801523,0553279556,037570504X,0425182908,0345370805,0425172546,0312924585,014029628X,067976402X,0440213290,038542017X,0812550706,0345465083,0671001795,0440241537,0804106304,044651652X
475,068484477X,0385265700,0380730138,0375700757,0060976845,044022103X,0375707972,0446675059,0871136791,0345465083,0312195516,0070212570,0375703055,0385721420,0804114986,0316569321,0316666343,0060987103,0446310786,0312291639,0440226430
476,0684848783,0385492081,0345447840,0060987561,0804114986,0373218036,0446603589,038550120X,0312974256,0373483503,0671880314,0553582127,0553583441,034541389X,0316780375,0316601950,0446672211,0446604801,0446607711,0804108749,068484267X
477,0684872153,0440122090,0553279378,0515133973,0440224594,0671042572,0440221595,0425172546,0671537458,0440211263,0425147622,0061097101,0515122734,0446363251,0345386108,0671693816,0515127833,0553581554,0553582135,044023722X,0553272535
478,0684874350,0374199698,0312195516,0671880314,0316769487,0140119906,0316168688,0871136791,0451197747,0449212602,0679429220,0375706771,0440122090,0671042572,0449005615,0679746048,0446612790,0375726403,0671011367,068484477X,0312282990
479,0688177751,014025448X,0671014196,0312983867,0385720106,0312966091,038550926X,0452282829,0446610038,0345447840,1400031354,0743418204,0316666343,0804108749,0385503822,0743418174,0671004549,0446608815,0345445848,0375706771,0609804138
480,0743225406,0451197747,0553572997,0060502258,0312305060,0553578693,0385479565,0385474016,0452282829,0060976845,0060391626,0441569595,0679744398,0446602620,014023313X,0553280341,0316569321,1559029838,0312974256,0385492081,0440122090
481,0743227441,0804106304,014029628X,0375726403,0440223202,0440226104,0375502238,0743225406,0553569058,0060987103,0316096199,0671708635,014028009X,0553213148,0060915544,0425147622,0449907481,0375760911,0060502258,0425167313,0312282990
482,0743237188,0375702709,0452282829,0375727345,0385505833,0425162443,0446670251,0804114986,0380730138,0312195516,0786868716,0312291639,0446675059,0440200563,0345447840,0316569321,044651862X,0312966091,0385720106,0316601950,044023722X
483,0743412028,0446608890,0971880107,0743436210,014100018X,0425133540,0446608955,0553578693,0671027387,044651862X,0515136530,0842329218,0446612790,155874262X,014025448X,0671001795,0380717018,0812550706,0312305060,0440213290,0060987529
484,0743418131,0743460529,0671004530,0553280341,0671888587,0440176484,0671867091,0553280368,0671793489,0671014919,0671673688,0446672211,0440200989,0553271636,0440201926,0671004565,0440203856,0671867156,0345413865,0671003755,0440200563
485,0743418174,0743418204,0316666343,0140293248,0425107469,0385335482,042513525X,0060987529,0786868716,0312278586,0375726403,0688177751,0140298479,0743237188,0385492081,0679746048,0345447840,0345413903,0142001740,0553260111,014029628X
486,0743418204,0743418174,034541389X,0786868716,0446611085,0440203856,0385335881,0060987561,0425158616,0385335482,0440176484,0316168688,042513525X,0446611867,0553582135,0375760911,0345413903,0385722206,0553582526,0440234743,0688177751
487,0743436210,0140067477,0060391626,044651862X,0679745203,0812550706,0446608890,0446602620,0671014919,0446603589,0804105820,0345402871,0345391055,0425133540,042516098X,0425167313,0440224624,0743412028,014100018X,0553580221,0451184963
488,074343627X,0345386108,067102423X,0671867172,055357230X,0671042858,042513525X,0451156609,0425182878,0451172817,0451153553,1559029838,0671014919,034541389X,0671024248,0451186362,0446608815,0425180638,0425124347,0671004573,0451167317
489,0743437640,067101420X,0515133973,0515127833,0515120618,0515122734,0671886665,0440223202,0345465083,0842329129,1558744150,0312265867,0671003755,0515136379,0671004530,0385508042,0515130966,055356160X,0312966806,0743460529,0425147622
490,0743460529,0671004549,0671568175,0671888587,0671758896,0671867113,0671014919,0671793489,0671004565,0671004573,0671004530,0440200989,0440201926,0345386108,0671673688,0515120618,0743418131,0440176484,0553579754,0671867156,0671042262
491,0767900383,1400034779,0553280368,0060987529,0449005615,0385335881,0375705856,014028009X,0553280341,0375702709,0679751521,0446607711,0449223612,0449003795,0767905180,0345422317,0804114986,0060987103,0440224594,0553272535,0060934417
492,0767905180,0385335881,0446670251,038550926X,0679746048,140003065X,0767900383,0312278586,0446675059,0385335482,0140298479,067088300X,0060934417,0316601950,1573229326,0375705856,1573225789,0060987561,0316666343,0440236673,0804114986
493,0786817070,0385721420,0671693816,0380789035,0515124214,051512317X,0380002930,0380813815,0515121843,0425145638,0385484518,0515127833,043935806X,0441003257,0553571818,0446532231,0142001740,0671867113,0439139597,0446606812,0312966091
494,0786867647,0345438329,0316769487,0786881852,0440236703,0070212570,0375707972,042513699X,0140244824,0375703063,0446610038,0375706771,0515136530,0312305060,0316666343,0345378490,0375726403,0399501487,0842329129,044022103X,0316776963
495,0786868716,0385484518,0345387651,0743237188,0312195516,0743418204,0060987529,0446675059,0743418174,0446611085,0440226430,0380730138,068484477X,014029628X,0553579754,0060976845,044022103X,0385335482,0312305060,0440224594,0425107469
496,0786881852,0385720106,155874262X,1558744150,0375727345,0671693816,0142000205,0743237188,0553280341,0064407675,0316780375,0385505833,0316168688,0375707972,0671042858,0786868716,0064407667,0060391626,0440224675,0786867647,0609804138
497,080410526X,0804105820,014100018X,0446606812,0440211727,0385479565,1558744150,0385474016,0385720106,067976402X,0804108749,0553572997,0345361792,0452282152,1573229326,0553573136,0553279378,0385503822,0679772677,0312966806,0385335482
498,0804105820,080410526X,0380789019,0385479565,0743436210,0425147584,0671027387,0425167313,014100018X,0425182878,0671011367,0671004549,0446611867,0312265867,0553279378,0515133973,0060391626,0385503822,034538475X,0684872153,0804114986
499,0804106304,080410753X,080411109X,0804114986,0743227441,059035342X,0312195516,067976402X,0446672211,0345465083,0060502258,0449219461,0316601950,0671001795,0345342968,0452282152,068484477X,0375707972,0671042572,0375502238,068484267X
500,080410753X,0804106304,0609804138,1400031354,0804114986,0449212602,0140293248,0385722206,0440998050,080411109X,0671011367,0671042572,0671867172,0385503822,1559029838,0671001795,014029628X,0553579754,055356773X,0345417623,0312966970
501,0804108749,1573229326,0425167313,0446675059,0345370805,0060987561,0385492081,0452260116,0671002481,0312966806,0688177751,0439064864,0345447840,0345422317,002542730X,0060976845,0312966091,0671510053,0385505833,1559029838,0670892963
502,080411109X,0140298479,0345465083,0345370805,0452282829,0553272535,0060502258,067088300X,0446532231,0804106304,080410753X,0609804138,0142000205,0743225406,0345378482,0440219078,038079487X,0375727345,0553578693,0671021001,0316569321
503,0804111359,0385722206,0679429220,0812550706,0385474016,0553572997,067976402X,0446602620,0553282476,0449005615,0060392452,034541389X,0375726403,0679746048,0316780375,0671510053,0446603589,014023313X,0743436210,0553278029,0553275976
504,0804114986,0312195516,0743237188,080410753X,0452282829,0385265700,014029628X,0446612790,042513699X,0553579754,0804106304,0684848783,0440226430,0671011367,068484477X,0767900383,0671038184,044651862X,0060392452,080411109X,0060987561
505,080411868X,0345353145,0446394521,1400031362,0446603589,0440498058,0449221490,0316666343,0345402871,0440223202,014029628X,0671510053,0425147622,0312291639,0312924585,0440200989,0446612545,0440241537,0312980140,0425180638,0060928336
506,0805063897,034541389X,0440221595,0440235596,0425172546,0316666343,038079487X,0446610399,055356160X,0375726403,0345443284,0060987103,0385335482,0812550706,0553292722,0425147622,0316781010,0446672211,0553582526,0380002930,0060987529
507,0812550706,0446603589,0743436210,034541389X,0425169863,0140119906,0804111359,042511774X,0060938455,0671004573,0553578693,0446363251,067102423X,0671880314,0446612790,0671042262,0449005615,014029628X,0375727345,080411109X,0446602620
508,0842329129,0842329242,0842329218,0671525743,0743437640,0440213525,0515130966,0440236703,0070212570,0671004530,0446612790,1558744150,0385720106,1558745157,0671001795,0451184963,0385503822,0312278586,0375727345,0312980140,1558743669
509,0842329218,0842329129,0842329242,0553578693,0671014196,0446612790,0553582526,0380717018,0425163407,014100018X,1558745157,0316969443,0451172817,0446604666,0671708635,0451184963,0345422317,0440234743,0440176484,0446360589,0446611212
510,0842329242,0842329129,0842329218,0671525743,0446360589,0553582526,0553569910,0440213525,0440222656,0425189031,0440200563,0385503822,0553582135,051511992X,1558744150,0515130966,0446612790,0671004530,0446611212,0553213148,0373218192
511,0871136791,0553278029,055356160X,0440221595,0375707972,0316569321,0070212570,0316781010,068484477X,0375726403,0425162443,0312282990,0312305060,0440235596,0375703055,0440122090,0375705856,0671004549,0553292722,015100692X,0553572997
512,089480829X,0515121843,0515127833,1558744150,0515126772,155874262X,0515130389,0515128554,051512317X,0671708635,0515124214,0515135062,0425178579,0684872153,0373484224,0399501487,0671042572,0425147622,1558745157,0515122734,006016848X
513,0971880107,0743412028,0375707972,0446603589,0812550706,0375702709,0553583441,0440211263,0871136791,0140067477,0743436210,0452282829,044651862X,0345386108,055321313X,0671042572,0060391626,0671042858,0553582127,014025448X,0446612790
514,140003065X,0385721420,0345370805,0385720106,0312974256,068484267X,014029628X,0767905180,0446675059,0385505833,067088300X,0312966091,0061097101,0312966806,0446603716,0449003795,0440219078,0312278586,0553272535,0446670251,0609804138
515,1400031354,1400031362,1400034779,0375726403,080410753X,0385722206,0060987529,0312282990,0060934417,0345438329,0345445848,0060502258,0446612790,0743225406,0060987103,0345361792,0380813815,0449223612,0061009059,0060915544,0060977493
516,1400031362,1400031354,1400034779,0385721420,080411868X,0060987529,0345445848,0380813815,0345361792,0060987103,0688177751,0385420161,0316776963,0345339681,0804114986,0375727345,0671027360,0679429220,0767900383,0375725784,0743418204
517,1400034779,1400031354,1400031362,0345445848,0767900383,0440235162,0060987529,0312983271,0312282990,0060987103,0553250531,0385336179,0345348036,014029628X,015100692X,0380730138,0140293248,0385335881,0743418174,0312265867,0385720106
518,155874262X,0671042572,0786881852,014025448X,0515127833,0345445848,0440202043,0425154092,0515135062,0515126772,0515128554,044021145X,1558744150,0452282829,089480829X,0515122734,0671038184,0440225701,0446609404,0515121843,0446606812
